Sample,taxa,abundance
B4-d34,Finegoldia,0.19089
B4-d34,Escherichia,0.15776
B4-d34,Citrobacter,0.14108
B4-d34,Veillonella,0.1092
B4-d40,Clostridium,40.82568
B4-d40,Erysipelatoclostridium,24.39993
B4-d40,Klebsiella,15.06778
B4-d40,Clostridioides,10.32911
B4-d40,Veillonella,4.27037
B4-d40,Enterococcus,2.79956
B4-d40,Citrobacter,1.36708
B4-d40,Proteus,0.58055
B4-d40,Escherichia,0.32938
B4-d40,Peptoniphilus,0.02804
B4-d40,Campylobacter,0.00252
B4-d48,Clostridium,62.46867
B4-d48,Erysipelatoclostridium,13.95921
B4-d48,Clostridioides,7.78282
B4-d48,Veillonella,5.69167
B4-d48,Klebsiella,4.73886
B4-d48,Campylobacter,1.62731
B4-d48,Enterococcus,1.50378
B4-d48,Citrobacter,1.21694
B4-d48,Proteus,0.90275
B4-d48,Peptoniphilus,0.07253
B4-d48,Escherichia,0.03546
B5-d29,Klebsiella,99.92019
B5-d29,Enterococcus,0.07981
b5-d33,Klebsiella,82.14489
b5-d33,Clostridium,8.8299
b5-d33,Enterococcus,5.5417
b5-d33,Clostridioides,3.04019
b5-d33,Proteus,0.24548
b5-d33,Erysipelatoclostridium,0.19784
B5-d39,Clostridium,43.95828
B5-d39,Erysipelatoclostridium,26.53742
B5-d39,Klebsiella,12.13682
B5-d39,Clostridioides,8.3774
B5-d39,Veillonella,3.94144
B5-d39,Enterococcus,1.69305
B5-d39,Citrobacter,1.46822
B5-d39,Proteus,1.01437
B5-d39,Escherichia,0.42504
B5-d39,Peptoniphilus,0.4072
B5-d39,Gemella,0.03105
B5-d39,Finegoldia,0.00539
B5-d39,Varibaculum,0.00433
B5-d40,Clostridium,56.72546
B5-d40,Erysipelatoclostridium,18.33341
B5-d40,Clostridioides,9.74765
B5-d40,Klebsiella,8.52146
B5-d40,Enterococcus,2.2501
B5-d40,Citrobacter,2.02134
B5-d40,Veillonella,1.24048
B5-d40,Proteus,1.1601
B5-d48,Clostridium,61.52039
B5-d48,Erysipelatoclostridium,13.26462
B5-d48,Clostridioides,8.12539
B5-d48,Veillonella,5.3786
B5-d48,Citrobacter,3.67514
B5-d48,Klebsiella,3.21815
B5-d48,Peptoniphilus,1.35924
B5-d48,Campylobacter,1.26579
B5-d48,Enterococcus,1.13386
B5-d48,Proteus,0.57914
B5-d48,Varibaculum,0.32423
B5-d48,Gemella,0.13746
B5-d48,Finegoldia,0.01799
B6-d29,Klebsiella,98.96293
B6-d29,Enterococcus,0.93581
B6-d29,Escherichia,0.10126
b6-d33,Klebsiella,83.97228
b6-d33,Clostridium,6.9501
b6-d33,Enterococcus,5.50935
b6-d33,Clostridioides,2.16397
b6-d33,Escherichia,0.79866
b6-d33,Erysipelatoclostridium,0.4913
b6-d33,Proteus,0.11435
B6-d34,Klebsiella,55.85981
B6-d34,Clostridium,24.94452
B6-d34,Erysipelatoclostridium,9.25291
B6-d34,Enterococcus,3.20839
B6-d34,Escherichia,3.19426
B6-d34,Clostridioides,2.86974
B6-d34,Finegoldia,0.61529
B6-d34,Proteus,0.05507
B6-d39,Clostridium,54.93361
B6-d39,Erysipelatoclostridium,24.60738
B6-d39,Clostridioides,8.58325
B6-d39,Klebsiella,6.95819
B6-d39,Enterococcus,2.37694
B6-d39,Citrobacter,1.07449
B6-d39,Proteus,0.85528
B6-d39,Escherichia,0.36365
B6-d39,Veillonella,0.24722
B6-d40,Clostridium,52.67065
B6-d40,Erysipelatoclostridium,17.52628
B6-d40,Klebsiella,11.56928
B6-d40,Clostridioides,8.81944
B6-d40,Veillonella,3.91026
B6-d40,Enterococcus,2.57808
B6-d40,Citrobacter,1.64875
B6-d40,Proteus,1.07128
B6-d40,Escherichia,0.206
B6-d48,Clostridium,58.19296
B6-d48,Erysipelatoclostridium,16.60002
B6-d48,Clostridioides,7.24616
B6-d48,Veillonella,6.37887
B6-d48,Klebsiella,4.21536
B6-d48,Peptoniphilus,1.85922
B6-d48,Campylobacter,1.53435
B6-d48,Enterococcus,1.36818
B6-d48,Citrobacter,0.84114
B6-d48,Proteus,0.81078
B6-d48,Varibaculum,0.79154
B6-d48,Gemella,0.13922
B6-d48,Escherichia,0.02166
B6-d48,Finegoldia,0.00053
B7-d29,Klebsiella,99.59761
B7-d29,Enterococcus,0.40239
b7-d33,Klebsiella,77.81216
b7-d33,Clostridium,14.25428
b7-d33,Enterococcus,5.27567
b7-d33,Clostridioides,2.11734
b7-d33,Erysipelatoclostridium,0.54056
B7-d40,Clostridium,36.50636
B7-d40,Erysipelatoclostridium,25.2548
B7-d40,Klebsiella,16.59427
B7-d40,Clostridioides,9.64702
B7-d40,Enterococcus,4.71936
B7-d40,Veillonella,4.06799
B7-d40,Citrobacter,2.10678
B7-d40,Proteus,0.77151
B7-d40,Escherichia,0.33192
B7-d48,Clostridium,54.88173
B7-d48,Erysipelatoclostridium,19.04269
B7-d48,Clostridioides,7.71774
B7-d48,Veillonella,6.16162
B7-d48,Citrobacter,2.51394
B7-d48,Klebsiella,2.14904
B7-d48,Peptoniphilus,1.95574
B7-d48,Varibaculum,1.8771
B7-d48,Campylobacter,1.45257
B7-d48,Enterococcus,1.17204
B7-d48,Proteus,0.71429
B7-d48,Finegoldia,0.32213
B7-d48,Escherichia,0.03937
C1,Clostridium,75.98501
C1,Klebsiella,12.68009
C1,Erysipelatoclostridium,6.0592
C1,Clostridioides,3.74031
C1,Enterococcus,1.257
C1,Veillonella,0.14154
C1,Proteus,0.10282
C1,Citrobacter,0.03403
C1-d33,Escherichia,96.69348
C1-d33,Enterococcus,3.19563
C1-d33,Clostridioides,0.11089
C1-d44,Clostridium,57.65121
C1-d44,Erysipelatoclostridium,17.6158
C1-d44,Klebsiella,10.43992
C1-d44,Clostridioides,8.60713
C1-d44,Escherichia,3.3823
C1-d44,Enterococcus,1.26775
C1-d44,Citrobacter,0.69851
C1-d44,Proteus,0.33739
C1-d45,Clostridium,67.75241
C1-d45,Clostridioides,18.1058
C1-d45,Erysipelatoclostridium,9.9528
C1-d45,Klebsiella,3.74931
C1-d45,Enterococcus,0.43969
C1-d53,Clostridium,58.00655
C1-d53,Erysipelatoclostridium,16.9789
C1-d53,Clostridioides,9.53333
C1-d53,Veillonella,5.88135
C1-d53,Klebsiella,5.3923
C1-d53,Citrobacter,1.87853
C1-d53,Enterococcus,1.46484
C1-d53,Proteus,0.82942
C1-d53,Escherichia,0.03479
C19,Clostridium,66.49619
C19,Erysipelatoclostridium,14.51288
C19,Clostridioides,6.22421
C19,Veillonella,3.66717
C19,Klebsiella,2.46568
C19,Enterococcus,1.54636
C19,Peptoniphilus,1.47542
C19,Campylobacter,1.11509
C19,Varibaculum,0.91754
C19,Citrobacter,0.74717
C19,Proteus,0.71221
C19,Finegoldia,0.10762
C19,Escherichia,0.01245
C2-colon,Clostridium,65.17113
C2-colon,Erysipelatoclostridium,15.92951
C2-colon,Clostridioides,9.24325
C2-colon,Veillonella,4.34394
C2-colon,Klebsiella,3.01667
C2-colon,Citrobacter,0.85853
C2-colon,Enterococcus,0.80869
C2-colon,Proteus,0.57164
C2-colon,Varibaculum,0.05664
C2-d33,Escherichia,100
C2-d37,Klebsiella,69.08031
C2-d37,Enterococcus,11.64609
C2-d37,Clostridium,11.06001
C2-d37,Erysipelatoclostridium,4.3921
C2-d37,Clostridioides,3.82149
C2-d44,Clostridium,66.08278
C2-d44,Erysipelatoclostridium,13.46237
C2-d44,Clostridioides,7.84836
C2-d44,Klebsiella,7.48869
C2-d44,Escherichia,2.36655
C2-d44,Enterococcus,1.43903
C2-d44,Citrobacter,0.69661
C2-d44,Proteus,0.61562
C2-d45,Clostridium,44.67912
C2-d45,Erysipelatoclostridium,33.57691
C2-d45,Clostridioides,9.29811
C2-d45,Klebsiella,4.99243
C2-d45,Enterococcus,3.23379
C2-d45,Escherichia,2.88695
C2-d45,Citrobacter,0.70162
C2-d45,Proteus,0.63107
C2-d49,Clostridium,58.36206
C2-d49,Erysipelatoclostridium,23.59549
C2-d49,Klebsiella,5.58691
C2-d49,Clostridioides,2.96095
C2-d49,Veillonella,2.61558
C2-d49,Citrobacter,2.49599
C2-d49,Enterococcus,1.92929
C2-d49,Proteus,1.27804
C2-d49,Escherichia,1.1757
C2-d53,Clostridium,58.11037
C2-d53,Erysipelatoclostridium,16.25061
C2-d53,Clostridioides,11.58651
C2-d53,Veillonella,5.69433
C2-d53,Klebsiella,5.30553
C2-d53,Enterococcus,1.16338
C2-d53,Proteus,0.97241
C2-d53,Citrobacter,0.90737
C2-d53,Escherichia,0.0095
C3,Clostridium,52.88168
C3,Klebsiella,13.14393
C3,Erysipelatoclostridium,12.8492
C3,Clostridioides,11.02796
C3,Proteus,3.14687
C3,Citrobacter,2.62607
C3,Enterococcus,2.04457
C3,Veillonella,1.61258
C3,Escherichia,0.66715
C3-colon,Clostridium,63.23505
C3-colon,Erysipelatoclostridium,18.51596
C3-colon,Clostridioides,11.57998
C3-colon,Veillonella,3.17716
C3-colon,Klebsiella,2.28081
C3-colon,Enterococcus,1.16085
C3-colon,Proteus,0.05019
C3-d33,Escherichia,97.0409
C3-d33,Enterococcus,2.77912
C3-d33,Clostridioides,0.13239
C3-d33,Clostridium,0.04759
C3-d44,Clostridium,61.01174
C3-d44,Erysipelatoclostridium,19.78618
C3-d44,Clostridioides,8.04556
C3-d44,Klebsiella,6.10291
C3-d44,Escherichia,3.1583
C3-d44,Enterococcus,1.1243
C3-d44,Citrobacter,0.42541
C3-d44,Proteus,0.34559
C3-d45,Clostridium,58.7867
C3-d45,Erysipelatoclostridium,16.33307
C3-d45,Clostridioides,10.86022
C3-d45,Klebsiella,6.74298
C3-d45,Escherichia,4.49212
C3-d45,Enterococcus,1.22467
C3-d45,Proteus,0.8138
C3-d45,Citrobacter,0.74642
C3-d53,Clostridium,54.66751
C3-d53,Erysipelatoclostridium,20.6894
C3-d53,Clostridioides,10.22784
C3-d53,Veillonella,6.45614
C3-d53,Klebsiella,3.90004
C3-d53,Citrobacter,2.21431
C3-d53,Enterococcus,1.13475
C3-d53,Proteus,0.67973
C3-d53,Escherichia,0.0303
C4-d33,Klebsiella,53.83426
C4-d33,Enterococcus,39.26759
C4-d33,Clostridium,4.84584
C4-d33,Proteus,1.3009
C4-d33,Clostridioides,0.75141
C4-d44,Clostridium,65.18005
C4-d44,Erysipelatoclostridium,15.82774
C4-d44,Clostridioides,7.80902
C4-d44,Klebsiella,6.30249
C4-d44,Escherichia,2.47806
C4-d44,Enterococcus,1.52302
C4-d44,Citrobacter,0.49095
C4-d44,Proteus,0.35998
C4-d44,Veillonella,0.02869
C4-d45,Clostridium,60.78886
C4-d45,Erysipelatoclostridium,30.62652
C4-d45,Clostridioides,6.17998
C4-d45,Klebsiella,2.40464
C4-d53,Clostridium,62.68176
C4-d53,Erysipelatoclostridium,14.67526
C4-d53,Clostridioides,8.18151
C4-d53,Veillonella,6.13363
C4-d53,Klebsiella,4.23674
C4-d53,Citrobacter,2.11051
C4-d53,Enterococcus,1.27466
C4-d53,Proteus,0.64088
C4-d53,Escherichia,0.06505
C5-d34,Enterococcus,71.29989
C5-d34,Escherichia,7.97528
C5-d34,Klebsiella,7.47827
C5-d34,Clostridium,7.32267
C5-d34,Clostridioides,3.67155
C5-d34,Citrobacter,2.01078
C5-d34,Erysipelatoclostridium,0.24155
C5-d44,Clostridium,61.51265
C5-d44,Erysipelatoclostridium,19.02976
C5-d44,Clostridioides,9.97294
C5-d44,Klebsiella,3.82863
C5-d44,Escherichia,2.75261
C5-d44,Enterococcus,1.6703
C5-d44,Citrobacter,0.69041
C5-d44,Proteus,0.5427
C5-d45,Clostridium,67.48721
C5-d45,Erysipelatoclostridium,16.02173
C5-d45,Clostridioides,9.20928
C5-d45,Klebsiella,2.90873
C5-d45,Escherichia,1.69574
C5-d45,Enterococcus,1.57584
C5-d45,Proteus,0.68468
C5-d45,Citrobacter,0.4168
C5-d53,Clostridium,59.40133
C5-d53,Erysipelatoclostridium,15.24924
C5-d53,Clostridioides,11.74847
C5-d53,Veillonella,5.78406
C5-d53,Klebsiella,4.08561
C5-d53,Citrobacter,1.86079
C5-d53,Enterococcus,1.21093
C5-d53,Proteus,0.65957
C6-d33,Enterococcus,86.44359
C6-d33,Escherichia,13.22316
C6-d33,Klebsiella,0.23223
C6-d33,Clostridioides,0.10102
C6-d37,Klebsiella,49.83523
C6-d37,Enterococcus,34.09464
C6-d37,Escherichia,10.31928
C6-d37,Clostridium,3.42325
C6-d37,Clostridioides,1.34655
C6-d37,Erysipelatoclostridium,0.98104
C6-d44,Clostridium,41.50618
C6-d44,Erysipelatoclostridium,22.64526
C6-d44,Klebsiella,13.80517
C6-d44,Clostridioides,11.73218
C6-d44,Escherichia,6.26119
C6-d44,Enterococcus,2.72121
C6-d44,Citrobacter,1.00132
C6-d44,Proteus,0.32749
C6-d49,Clostridium,70.41212
C6-d49,Erysipelatoclostridium,15.67005
C6-d49,Clostridioides,4.68058
C6-d49,Veillonella,4.08214
C6-d49,Citrobacter,1.82968
C6-d49,Enterococcus,1.30648
C6-d49,Klebsiella,0.9066
C6-d49,Proteus,0.76769
C6-d49,Escherichia,0.34466
C6-d53,Clostridium,66.54601
C6-d53,Erysipelatoclostridium,12.22493
C6-d53,Clostridioides,8.65374
C6-d53,Veillonella,5.34375
C6-d53,Klebsiella,3.97038
C6-d53,Citrobacter,1.30246
C6-d53,Enterococcus,1.14587
C6-d53,Proteus,0.6401
C6-d53,Peptoniphilus,0.15807
C6-d53,Escherichia,0.0147
C7-d33,Enterococcus,58.84773
C7-d33,Escherichia,33.5333
C7-d33,Klebsiella,6.23902
C7-d33,Clostridioides,0.78265
C7-d33,Clostridium,0.5973
C7-d38,Klebsiella,62.78046
C7-d38,Enterococcus,16.63315
C7-d38,Clostridium,9.25494
C7-d38,Erysipelatoclostridium,9.16195
C7-d38,Clostridioides,2.1695
C7-d44,Clostridium,54.16725
C7-d44,Erysipelatoclostridium,20.0141
C7-d44,Clostridioides,8.82766
C7-d44,Escherichia,7.26022
C7-d44,Klebsiella,6.66179
C7-d44,Enterococcus,1.52403
C7-d44,Citrobacter,0.91967
C7-d44,Proteus,0.62527
C7-d45,Clostridium,61.68002
C7-d45,Erysipelatoclostridium,15.03512
C7-d45,Clostridioides,11.6702
C7-d45,Klebsiella,6.8948
C7-d45,Enterococcus,1.58762
C7-d45,Escherichia,1.4728
C7-d45,Proteus,0.98955
C7-d45,Citrobacter,0.6699
C7-d53,Clostridium,50.95227
C7-d53,Erysipelatoclostridium,19.81234
C7-d53,Clostridioides,10.71183
C7-d53,Klebsiella,7.36798
C7-d53,Veillonella,6.03236
C7-d53,Citrobacter,2.57975
C7-d53,Enterococcus,1.79079
C7-d53,Proteus,0.62424
C7-d53,Varibaculum,0.07964
C7-d53,Escherichia,0.0488
C8-d35,Escherichia,92.8359
C8-d35,Enterococcus,5.67263
C8-d35,Clostridioides,0.87009
C8-d35,Clostridium,0.40659
C8-d35,Klebsiella,0.21479
C8-d38,Clostridium,35.99393
C8-d38,Enterococcus,21.67674
C8-d38,Erysipelatoclostridium,20.88168
C8-d38,Klebsiella,19.11827
C8-d38,Clostridioides,2.32938
C8-d44,Clostridium,47.71527
C8-d44,Erysipelatoclostridium,25.0592
C8-d44,Clostridioides,10.79282
C8-d44,Klebsiella,7.18376
C8-d44,Enterococcus,4.1065
C8-d44,Escherichia,3.93261
C8-d44,Citrobacter,0.61167
C8-d44,Proteus,0.59816
C8-d45,Clostridium,57.51488
C8-d45,Erysipelatoclostridium,22.60384
C8-d45,Clostridioides,11.53931
C8-d45,Klebsiella,3.2148
C8-d45,Enterococcus,2.49721
C8-d45,Escherichia,1.53577
C8-d45,Proteus,0.64642
C8-d45,Citrobacter,0.44776
C8-d53,Clostridium,61.26181
C8-d53,Erysipelatoclostridium,15.57288
C8-d53,Clostridioides,10.47287
C8-d53,Veillonella,5.70629
C8-d53,Klebsiella,3.58201
C8-d53,Citrobacter,1.58354
C8-d53,Enterococcus,1.12861
C8-d53,Proteus,0.69198
CONV_MERO1_COLON,Enterococcus,51.80815
CONV_MERO1_COLON,Bacteroides,32.01625
CONV_MERO1_COLON,Clostridioides,16.1756
CONV_MERO1_D0,Akkermansia,43.61721
CONV_MERO1_D0,Lactobacillus,42.56373
CONV_MERO1_D0,Bacteroides,5.81218
CONV_MERO1_D0,Blautia,3.74725
CONV_MERO1_D0,Enterococcus,2.41612
CONV_MERO1_D0,Clostridioides,1.04501
CONV_MERO1_D0,Lachnoclostridium,0.79849
CONV_MERO1_D1,Lactobacillus,88.72675
CONV_MERO1_D1,Akkermansia,9.79566
CONV_MERO1_D1,Enterococcus,0.87379
CONV_MERO1_D1,Blautia,0.30317
CONV_MERO1_D1,Bacteroides,0.26921
CONV_MERO1_D1,Clostridioides,0.02432
CONV_MERO1_D1,Lachnoclostridium,0.0071
CONV_MERO1_D3,Enterococcus,96.75582
CONV_MERO1_D3,Clostridioides,3.15861
CONV_MERO1_D3,Lactobacillus,0.08557
CONV_MERO2_COLON,Enterococcus,43.21215
CONV_MERO2_COLON,Clostridioides,42.2165
CONV_MERO2_COLON,Bacteroides,14.57135
CONV_MERO2_D0,Akkermansia,48.21463
CONV_MERO2_D0,Lactobacillus,23.11782
CONV_MERO2_D0,Bacteroides,10.64572
CONV_MERO2_D0,Blautia,7.62333
CONV_MERO2_D0,Enterococcus,7.37509
CONV_MERO2_D0,Lachnoclostridium,2.41522
CONV_MERO2_D0,Clostridioides,0.40536
CONV_MERO2_D0,Escherichia,0.20283
CONV_MERO2_D3,Enterococcus,99.69623
CONV_MERO2_D3,Blautia,0.30377
CONV_MERO3_COLON,Bacteroides,94.05712
CONV_MERO3_COLON,Enterococcus,4.56523
CONV_MERO3_COLON,Clostridioides,1.10355
CONV_MERO3_COLON,Blautia,0.18804
CONV_MERO3_COLON,Lachnoclostridium,0.08606
CONV_MERO3_D1,Enterococcus,48.9519
CONV_MERO3_D1,Bacteroides,26.41518
CONV_MERO3_D1,Lachnoclostridium,15.86309
CONV_MERO3_D1,Clostridioides,8.08924
CONV_MERO3_D1,Lactobacillus,0.63594
CONV_MERO3_D1,Blautia,0.04465
CONV_MERO3_D3,Bacteroides,90.40058
CONV_MERO3_D3,Lachnoclostridium,4.7221
CONV_MERO3_D3,Enterococcus,4.18388
CONV_MERO3_D3,Blautia,0.43262
CONV_MERO3_D3,Clostridioides,0.26082
CONV_MERO4_COLON,Enterococcus,43.26364
CONV_MERO4_COLON,Bacteroides,24.16463
CONV_MERO4_COLON,Blautia,17.00952
CONV_MERO4_COLON,Clostridioides,15.38157
CONV_MERO4_COLON,Lachnoclostridium,0.18064
CONV_MERO4_D0,Bacteroides,77.75885
CONV_MERO4_D0,Lactobacillus,9.77129
CONV_MERO4_D0,Akkermansia,7.97338
CONV_MERO4_D0,Lachnoclostridium,1.77262
CONV_MERO4_D0,Blautia,1.19248
CONV_MERO4_D0,Parasutterella,1.05766
CONV_MERO4_D0,Clostridioides,0.47372
CONV_MERO4_D1,Lachnoclostridium,94.71057
CONV_MERO4_D1,Clostridioides,4.93612
CONV_MERO4_D1,Lactobacillus,0.35332
CONV_MERO4_D3,Clostridioides,66.2791
CONV_MERO4_D3,Enterococcus,32.09592
CONV_MERO4_D3,Lachnoclostridium,1.60805
CONV_MERO4_D3,Lactobacillus,0.01693
CONV_PBS1_COLON,Bacteroides,33.8989
CONV_PBS1_COLON,Lachnoclostridium,26.15377
CONV_PBS1_COLON,Blautia,20.01142
CONV_PBS1_COLON,Akkermansia,7.51078
CONV_PBS1_COLON,Lactobacillus,6.98937
CONV_PBS1_COLON,Clostridioides,2.99553
CONV_PBS1_COLON,Parasutterella,2.44024
CONV_PBS1_D0,Akkermansia,74.77864
CONV_PBS1_D0,Lactobacillus,18.25381
CONV_PBS1_D0,Lachnoclostridium,2.75657
CONV_PBS1_D0,Bacteroides,1.34581
CONV_PBS1_D0,Enterococcus,1.2897
CONV_PBS1_D0,Blautia,0.79898
CONV_PBS1_D0,Clostridioides,0.77649
CONV_PBS1_D3,Bacteroides,70.6241
CONV_PBS1_D3,Akkermansia,13.09525
CONV_PBS1_D3,Blautia,6.79052
CONV_PBS1_D3,Lactobacillus,3.16441
CONV_PBS1_D3,Lachnoclostridium,1.64586
CONV_PBS1_D3,Escherichia,1.64461
CONV_PBS1_D3,Parasutterella,1.57181
CONV_PBS1_D3,Clostridioides,1.27189
CONV_PBS1_D3,Enterococcus,0.19156
CONV_PBS2_COLON,Bacteroides,60.23488
CONV_PBS2_COLON,Lachnoclostridium,28.73831
CONV_PBS2_COLON,Akkermansia,6.6942
CONV_PBS2_COLON,Parasutterella,1.89022
CONV_PBS2_COLON,Lactobacillus,1.433
CONV_PBS2_COLON,Clostridioides,0.88787
CONV_PBS2_COLON,Blautia,0.12151
CONV_PBS2_D1,Bacteroides,51.79965
CONV_PBS2_D1,Akkermansia,21.99303
CONV_PBS2_D1,Lachnoclostridium,10.59525
CONV_PBS2_D1,Lactobacillus,7.94678
CONV_PBS2_D1,Parasutterella,3.508
CONV_PBS2_D1,Blautia,1.83997
CONV_PBS2_D1,Escherichia,1.12966
CONV_PBS2_D1,Clostridioides,1.08651
CONV_PBS2_D1,Proteobacteria_unclassified,0.10116
CONV_PBS2_D3,Bacteroides,74.31692
CONV_PBS2_D3,Akkermansia,12.72496
CONV_PBS2_D3,Lachnoclostridium,4.99334
CONV_PBS2_D3,Lactobacillus,3.14713
CONV_PBS2_D3,Blautia,2.62855
CONV_PBS2_D3,Parasutterella,2.15237
CONV_PBS2_D3,Clostridioides,0.03673
CONV_PBS3_COLON,Bacteroides,47.30147
CONV_PBS3_COLON,Lachnoclostridium,46.02014
CONV_PBS3_COLON,Akkermansia,5.25609
CONV_PBS3_COLON,Parasutterella,0.84857
CONV_PBS3_COLON,Blautia,0.57373
CONV_PBS3_D1,Clostridium,27.51881
CONV_PBS3_D1,Erysipelatoclostridium,22.16733
CONV_PBS3_D1,Bacteroides,13.9034
CONV_PBS3_D1,Akkermansia,11.0466
CONV_PBS3_D1,Lactobacillus,6.0783
